"","Financial.Year","Geocode","Force.Name","Region","Sex","Ethnic.Group..self.defined.","Age.group","Reason.for.arrest..offence.group.","Arrests"
"1000","2017/18","E23000005","Greater Manchester","North West","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1001","2017/18","W15000002","Gwent","Wales","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"1002","2017/18","W15000002","Gwent","Wales","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1003","2017/18","W15000002","Gwent","Wales","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 5 "
"1004","2017/18","W15000002","Gwent","Wales","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1005","2017/18","W15000002","Gwent","Wales","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1006","2017/18","W15000002","Gwent","Wales","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 17 "
"1007","2017/18","W15000002","Gwent","Wales","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 22 "
"1008","2017/18","W15000002","Gwent","Wales","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 155 "
"1009","2017/18","W15000002","Gwent","Wales","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1010","2017/18","W15000002","Gwent","Wales","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1011","2017/18","E23000030","Hampshire","South East","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," 2 "
"1012","2017/18","E23000030","Hampshire","South East","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," 5 "
"1013","2017/18","E23000030","Hampshire","South East","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 17 "
"1014","2017/18","E23000030","Hampshire","South East","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1015","2017/18","E23000030","Hampshire","South East","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1016","2017/18","E23000030","Hampshire","South East","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 103 "
"1017","2017/18","E23000030","Hampshire","South East","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 112 "
"1018","2017/18","E23000030","Hampshire","South East","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 844 "
"1019","2017/18","E23000030","Hampshire","South East","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1020","2017/18","E23000030","Hampshire","South East","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1021","2017/18","E23000027","Hertfordshire","Eastern","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1022","2017/18","E23000027","Hertfordshire","Eastern","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1023","2017/18","E23000027","Hertfordshire","Eastern","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 4 "
"1024","2017/18","E23000027","Hertfordshire","Eastern","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1025","2017/18","E23000027","Hertfordshire","Eastern","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1026","2017/18","E23000027","Hertfordshire","Eastern","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 20 "
"1027","2017/18","E23000027","Hertfordshire","Eastern","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 31 "
"1028","2017/18","E23000027","Hertfordshire","Eastern","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 294 "
"1029","2017/18","E23000027","Hertfordshire","Eastern","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1030","2017/18","E23000027","Hertfordshire","Eastern","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1031","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1032","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1033","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 7 "
"1034","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1035","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1036","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 12 "
"1037","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 35 "
"1038","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 377 "
"1039","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1040","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1041","2017/18","E23000032","Kent","South East","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," 3 "
"1042","2017/18","E23000032","Kent","South East","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," 10 "
"1043","2017/18","E23000032","Kent","South East","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 41 "
"1044","2017/18","E23000032","Kent","South East","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1045","2017/18","E23000032","Kent","South East","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1046","2017/18","E23000032","Kent","South East","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 77 "
"1047","2017/18","E23000032","Kent","South East","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 118 "
"1048","2017/18","E23000032","Kent","South East","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 840 "
"1049","2017/18","E23000032","Kent","South East","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1050","2017/18","E23000032","Kent","South East","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1051","2017/18","E23000003","Lancashire","North West","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," N/A "
"1052","2017/18","E23000003","Lancashire","North West","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," N/A "
"1053","2017/18","E23000003","Lancashire","North West","Female","White","21 years and over","2015/16 onwards - Sexual offences"," N/A "
"1054","2017/18","E23000003","Lancashire","North West","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," N/A "
"1055","2017/18","E23000003","Lancashire","North West","Female","White","Unknown","2015/16 onwards - Sexual offences"," N/A "
"1056","2017/18","E23000003","Lancashire","North West","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," N/A "
"1057","2017/18","E23000003","Lancashire","North West","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," N/A "
"1058","2017/18","E23000003","Lancashire","North West","Male","White","21 years and over","2015/16 onwards - Sexual offences"," N/A "
"1059","2017/18","E23000003","Lancashire","North West","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," N/A "
"1060","2017/18","E23000003","Lancashire","North West","Male","White","Unknown","2015/16 onwards - Sexual offences"," N/A "
"1061","2017/18","E23000021","Leicestershire","East Midlands","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," 2 "
"1062","2017/18","E23000021","Leicestershire","East Midlands","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"1063","2017/18","E23000021","Leicestershire","East Midlands","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 5 "
"1064","2017/18","E23000021","Leicestershire","East Midlands","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1065","2017/18","E23000021","Leicestershire","East Midlands","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1066","2017/18","E23000021","Leicestershire","East Midlands","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 34 "
"1067","2017/18","E23000021","Leicestershire","East Midlands","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 48 "
"1068","2017/18","E23000021","Leicestershire","East Midlands","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 297 "
"1069","2017/18","E23000021","Leicestershire","East Midlands","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1070","2017/18","E23000021","Leicestershire","East Midlands","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1071","2017/18","E23000020","Lincolnshire","East Midlands","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1072","2017/18","E23000020","Lincolnshire","East Midlands","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1073","2017/18","E23000020","Lincolnshire","East Midlands","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 6 "
"1074","2017/18","E23000020","Lincolnshire","East Midlands","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1075","2017/18","E23000020","Lincolnshire","East Midlands","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1076","2017/18","E23000020","Lincolnshire","East Midlands","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 36 "
"1077","2017/18","E23000020","Lincolnshire","East Midlands","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 29 "
"1078","2017/18","E23000020","Lincolnshire","East Midlands","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 246 "
"1079","2017/18","E23000020","Lincolnshire","East Midlands","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1080","2017/18","E23000020","Lincolnshire","East Midlands","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
