"","Financial.Year","Geocode","Force.Name","Region","Sex","Ethnic.Group..self.defined.","Age.group","Reason.for.arrest..offence.group.","Arrests"
"63","2015/16","E23000018","Derbyshire","East Midlands","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"64","2015/16","E23000018","Derbyshire","East Midlands","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"65","2015/16","E23000018","Derbyshire","East Midlands","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"66","2015/16","E23000018","Derbyshire","East Midlands","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"67","2015/16","E23000018","Derbyshire","East Midlands","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"68","2015/16","E23000018","Derbyshire","East Midlands","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 39 "
"69","2015/16","E23000018","Derbyshire","East Midlands","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"70","2015/16","E23000018","Derbyshire","East Midlands","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"71","2015/16","E23000035","Devon and Cornwall","South West","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"72","2015/16","E23000035","Devon and Cornwall","South West","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"73","2015/16","E23000035","Devon and Cornwall","South West","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"74","2015/16","E23000035","Devon and Cornwall","South West","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"75","2015/16","E23000035","Devon and Cornwall","South West","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"76","2015/16","E23000035","Devon and Cornwall","South West","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"77","2015/16","E23000035","Devon and Cornwall","South West","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"78","2015/16","E23000035","Devon and Cornwall","South West","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 17 "
"79","2015/16","E23000035","Devon and Cornwall","South West","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"80","2015/16","E23000035","Devon and Cornwall","South West","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"81","2015/16","E23000039","Dorset","South West","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"82","2015/16","E23000039","Dorset","South West","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"83","2015/16","E23000039","Dorset","South West","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"84","2015/16","E23000039","Dorset","South West","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"85","2015/16","E23000039","Dorset","South West","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"86","2015/16","E23000039","Dorset","South West","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"87","2015/16","E23000039","Dorset","South West","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"88","2015/16","E23000039","Dorset","South West","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 13 "
"89","2015/16","E23000039","Dorset","South West","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"90","2015/16","E23000039","Dorset","South West","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"91","2015/16","E23000008","Durham","North East","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"92","2015/16","E23000008","Durham","North East","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"93","2015/16","E23000008","Durham","North East","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"94","2015/16","E23000008","Durham","North East","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"95","2015/16","E23000008","Durham","North East","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"96","2015/16","E23000008","Durham","North East","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"97","2015/16","E23000008","Durham","North East","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"98","2015/16","E23000008","Durham","North East","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 8 "
"99","2015/16","E23000008","Durham","North East","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"100","2015/16","E23000008","Durham","North East","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"101","2015/16","W15000004","Dyfed-Powys","Wales","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"102","2015/16","W15000004","Dyfed-Powys","Wales","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"103","2015/16","W15000004","Dyfed-Powys","Wales","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"104","2015/16","W15000004","Dyfed-Powys","Wales","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"105","2015/16","W15000004","Dyfed-Powys","Wales","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"106","2015/16","W15000004","Dyfed-Powys","Wales","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"107","2015/16","W15000004","Dyfed-Powys","Wales","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"108","2015/16","W15000004","Dyfed-Powys","Wales","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"109","2015/16","W15000004","Dyfed-Powys","Wales","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"110","2015/16","W15000004","Dyfed-Powys","Wales","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"111","2015/16","E23000028","Essex","Eastern","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"112","2015/16","E23000028","Essex","Eastern","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"113","2015/16","E23000028","Essex","Eastern","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"114","2015/16","E23000028","Essex","Eastern","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"115","2015/16","E23000028","Essex","Eastern","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"116","2015/16","E23000028","Essex","Eastern","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"117","2015/16","E23000028","Essex","Eastern","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"118","2015/16","E23000028","Essex","Eastern","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 15 "
"119","2015/16","E23000028","Essex","Eastern","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"120","2015/16","E23000028","Essex","Eastern","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"121","2015/16","E23000037","Gloucestershire","South West","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"122","2015/16","E23000037","Gloucestershire","South West","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"123","2015/16","E23000037","Gloucestershire","South West","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"124","2015/16","E23000037","Gloucestershire","South West","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"125","2015/16","E23000037","Gloucestershire","South West","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"126","2015/16","E23000037","Gloucestershire","South West","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 4 "
"127","2015/16","E23000037","Gloucestershire","South West","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"128","2015/16","E23000037","Gloucestershire","South West","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 7 "
"129","2015/16","E23000037","Gloucestershire","South West","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"130","2015/16","E23000037","Gloucestershire","South West","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"131","2015/16","E23000005","Greater Manchester","North West","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"132","2015/16","E23000005","Greater Manchester","North West","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"133","2015/16","E23000005","Greater Manchester","North West","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 3 "
"134","2015/16","E23000005","Greater Manchester","North West","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"135","2015/16","E23000005","Greater Manchester","North West","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"136","2015/16","E23000005","Greater Manchester","North West","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 10 "
"137","2015/16","E23000005","Greater Manchester","North West","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 24 "
"138","2015/16","E23000005","Greater Manchester","North West","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 300 "
"139","2015/16","E23000005","Greater Manchester","North West","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"140","2015/16","E23000005","Greater Manchester","North West","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"141","2015/16","W15000002","Gwent","Wales","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"142","2015/16","W15000002","Gwent","Wales","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"143","2015/16","W15000002","Gwent","Wales","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"144","2015/16","W15000002","Gwent","Wales","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"145","2015/16","W15000002","Gwent","Wales","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"146","2015/16","W15000002","Gwent","Wales","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"147","2015/16","W15000002","Gwent","Wales","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"148","2015/16","W15000002","Gwent","Wales","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 15 "
"149","2015/16","W15000002","Gwent","Wales","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"150","2015/16","W15000002","Gwent","Wales","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"151","2015/16","E23000030","Hampshire","South East","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"152","2015/16","E23000030","Hampshire","South East","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"153","2015/16","E23000030","Hampshire","South East","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"154","2015/16","E23000030","Hampshire","South East","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"155","2015/16","E23000030","Hampshire","South East","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"156","2015/16","E23000030","Hampshire","South East","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"157","2015/16","E23000030","Hampshire","South East","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"158","2015/16","E23000030","Hampshire","South East","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 36 "
"159","2015/16","E23000030","Hampshire","South East","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"160","2015/16","E23000030","Hampshire","South East","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"161","2015/16","E23000027","Hertfordshire","Eastern","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"162","2015/16","E23000027","Hertfordshire","Eastern","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"163","2015/16","E23000027","Hertfordshire","Eastern","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"164","2015/16","E23000027","Hertfordshire","Eastern","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"165","2015/16","E23000027","Hertfordshire","Eastern","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"166","2015/16","E23000027","Hertfordshire","Eastern","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 2 "
"167","2015/16","E23000027","Hertfordshire","Eastern","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 3 "
"168","2015/16","E23000027","Hertfordshire","Eastern","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 28 "
"169","2015/16","E23000027","Hertfordshire","Eastern","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"170","2015/16","E23000027","Hertfordshire","Eastern","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"171","2015/16","E23000012","Humberside","Yorkshire and the Humber","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"172","2015/16","E23000012","Humberside","Yorkshire and the Humber","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"173","2015/16","E23000012","Humberside","Yorkshire and the Humber","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"174","2015/16","E23000012","Humberside","Yorkshire and the Humber","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"175","2015/16","E23000012","Humberside","Yorkshire and the Humber","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"176","2015/16","E23000012","Humberside","Yorkshire and the Humber","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"177","2015/16","E23000012","Humberside","Yorkshire and the Humber","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"178","2015/16","E23000012","Humberside","Yorkshire and the Humber","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 8 "
"179","2015/16","E23000012","Humberside","Yorkshire and the Humber","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"180","2015/16","E23000012","Humberside","Yorkshire and the Humber","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"181","2015/16","E23000032","Kent","South East","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"182","2015/16","E23000032","Kent","South East","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"183","2015/16","E23000032","Kent","South East","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 3 "
"184","2015/16","E23000032","Kent","South East","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"185","2015/16","E23000032","Kent","South East","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"186","2015/16","E23000032","Kent","South East","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 5 "
"187","2015/16","E23000032","Kent","South East","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"188","2015/16","E23000032","Kent","South East","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 48 "
"189","2015/16","E23000032","Kent","South East","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"190","2015/16","E23000032","Kent","South East","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"191","2015/16","E23000003","Lancashire","North West","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"192","2015/16","E23000003","Lancashire","North West","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"193","2015/16","E23000003","Lancashire","North West","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"194","2015/16","E23000003","Lancashire","North West","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"195","2015/16","E23000003","Lancashire","North West","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"196","2015/16","E23000003","Lancashire","North West","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"197","2015/16","E23000003","Lancashire","North West","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"198","2015/16","E23000003","Lancashire","North West","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 40 "
"199","2015/16","E23000003","Lancashire","North West","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"200","2015/16","E23000003","Lancashire","North West","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"201","2015/16","E23000021","Leicestershire","East Midlands","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"202","2015/16","E23000021","Leicestershire","East Midlands","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"203","2015/16","E23000021","Leicestershire","East Midlands","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"204","2015/16","E23000021","Leicestershire","East Midlands","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"205","2015/16","E23000021","Leicestershire","East Midlands","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"206","2015/16","E23000021","Leicestershire","East Midlands","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"207","2015/16","E23000021","Leicestershire","East Midlands","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 4 "
"208","2015/16","E23000021","Leicestershire","East Midlands","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 60 "
"209","2015/16","E23000021","Leicestershire","East Midlands","Male","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"210","2015/16","E23000021","Leicestershire","East Midlands","Male","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"211","2015/16","E23000020","Lincolnshire","East Midlands","Female","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"212","2015/16","E23000020","Lincolnshire","East Midlands","Female","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"213","2015/16","E23000020","Lincolnshire","East Midlands","Female","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," - "
"214","2015/16","E23000020","Lincolnshire","East Midlands","Female","Asian or Asian British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"215","2015/16","E23000020","Lincolnshire","East Midlands","Female","Asian or Asian British","Unknown","2015/16 onwards - Sexual offences"," - "
"216","2015/16","E23000020","Lincolnshire","East Midlands","Male","Asian or Asian British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"217","2015/16","E23000020","Lincolnshire","East Midlands","Male","Asian or Asian British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"218","2015/16","E23000020","Lincolnshire","East Midlands","Male","Asian or Asian British","21 years and over","2015/16 onwards - Sexual offences"," 9 "
