"","Financial.Year","Geocode","Force.Name","Region","Sex","Ethnic.Group..self.defined.","Age.group","Reason.for.arrest..offence.group.","Arrests"
"883","2017/18","E23000023","Cambridgeshire","Eastern","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"884","2017/18","E23000023","Cambridgeshire","Eastern","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"885","2017/18","E23000023","Cambridgeshire","Eastern","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"886","2017/18","E23000023","Cambridgeshire","Eastern","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"887","2017/18","E23000023","Cambridgeshire","Eastern","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"888","2017/18","E23000023","Cambridgeshire","Eastern","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 29 "
"889","2017/18","E23000023","Cambridgeshire","Eastern","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"890","2017/18","E23000023","Cambridgeshire","Eastern","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"891","2017/18","E23000006","Cheshire","North West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"892","2017/18","E23000006","Cheshire","North West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"893","2017/18","E23000006","Cheshire","North West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"894","2017/18","E23000006","Cheshire","North West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"895","2017/18","E23000006","Cheshire","North West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"896","2017/18","E23000006","Cheshire","North West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 3 "
"897","2017/18","E23000006","Cheshire","North West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"898","2017/18","E23000006","Cheshire","North West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 13 "
"899","2017/18","E23000006","Cheshire","North West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"900","2017/18","E23000006","Cheshire","North West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"901","2017/18","E23000013","Cleveland","North East","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"902","2017/18","E23000013","Cleveland","North East","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"903","2017/18","E23000013","Cleveland","North East","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"904","2017/18","E23000013","Cleveland","North East","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"905","2017/18","E23000013","Cleveland","North East","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"906","2017/18","E23000013","Cleveland","North East","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 2 "
"907","2017/18","E23000013","Cleveland","North East","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"908","2017/18","E23000013","Cleveland","North East","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 13 "
"909","2017/18","E23000013","Cleveland","North East","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"910","2017/18","E23000013","Cleveland","North East","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"911","2017/18","E23000002","Cumbria","North West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"912","2017/18","E23000002","Cumbria","North West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"913","2017/18","E23000002","Cumbria","North West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"914","2017/18","E23000002","Cumbria","North West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"915","2017/18","E23000002","Cumbria","North West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"916","2017/18","E23000002","Cumbria","North West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"917","2017/18","E23000002","Cumbria","North West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"918","2017/18","E23000002","Cumbria","North West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"919","2017/18","E23000002","Cumbria","North West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"920","2017/18","E23000002","Cumbria","North West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"921","2017/18","E23000018","Derbyshire","East Midlands","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"922","2017/18","E23000018","Derbyshire","East Midlands","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"923","2017/18","E23000018","Derbyshire","East Midlands","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"924","2017/18","E23000018","Derbyshire","East Midlands","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"925","2017/18","E23000018","Derbyshire","East Midlands","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"926","2017/18","E23000018","Derbyshire","East Midlands","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"927","2017/18","E23000018","Derbyshire","East Midlands","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 5 "
"928","2017/18","E23000018","Derbyshire","East Midlands","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 17 "
"929","2017/18","E23000018","Derbyshire","East Midlands","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"930","2017/18","E23000018","Derbyshire","East Midlands","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"931","2017/18","E23000035","Devon and Cornwall","South West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"932","2017/18","E23000035","Devon and Cornwall","South West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"933","2017/18","E23000035","Devon and Cornwall","South West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"934","2017/18","E23000035","Devon and Cornwall","South West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"935","2017/18","E23000035","Devon and Cornwall","South West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"936","2017/18","E23000035","Devon and Cornwall","South West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"937","2017/18","E23000035","Devon and Cornwall","South West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"938","2017/18","E23000035","Devon and Cornwall","South West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 11 "
"939","2017/18","E23000035","Devon and Cornwall","South West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"940","2017/18","E23000035","Devon and Cornwall","South West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"941","2017/18","E23000039","Dorset","South West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"942","2017/18","E23000039","Dorset","South West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"943","2017/18","E23000039","Dorset","South West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"944","2017/18","E23000039","Dorset","South West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"945","2017/18","E23000039","Dorset","South West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"946","2017/18","E23000039","Dorset","South West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"947","2017/18","E23000039","Dorset","South West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"948","2017/18","E23000039","Dorset","South West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 9 "
"949","2017/18","E23000039","Dorset","South West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"950","2017/18","E23000039","Dorset","South West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"951","2017/18","E23000008","Durham","North East","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"952","2017/18","E23000008","Durham","North East","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"953","2017/18","E23000008","Durham","North East","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"954","2017/18","E23000008","Durham","North East","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"955","2017/18","E23000008","Durham","North East","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"956","2017/18","E23000008","Durham","North East","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"957","2017/18","E23000008","Durham","North East","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"958","2017/18","E23000008","Durham","North East","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 2 "
"959","2017/18","E23000008","Durham","North East","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"960","2017/18","E23000008","Durham","North East","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"961","2017/18","W15000004","Dyfed-Powys","Wales","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"962","2017/18","W15000004","Dyfed-Powys","Wales","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"963","2017/18","W15000004","Dyfed-Powys","Wales","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"964","2017/18","W15000004","Dyfed-Powys","Wales","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"965","2017/18","W15000004","Dyfed-Powys","Wales","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"966","2017/18","W15000004","Dyfed-Powys","Wales","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"967","2017/18","W15000004","Dyfed-Powys","Wales","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"968","2017/18","W15000004","Dyfed-Powys","Wales","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 2 "
"969","2017/18","W15000004","Dyfed-Powys","Wales","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"970","2017/18","W15000004","Dyfed-Powys","Wales","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"971","2017/18","E23000028","Essex","Eastern","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"972","2017/18","E23000028","Essex","Eastern","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"973","2017/18","E23000028","Essex","Eastern","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"974","2017/18","E23000028","Essex","Eastern","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"975","2017/18","E23000028","Essex","Eastern","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"976","2017/18","E23000028","Essex","Eastern","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"977","2017/18","E23000028","Essex","Eastern","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 3 "
"978","2017/18","E23000028","Essex","Eastern","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 33 "
"979","2017/18","E23000028","Essex","Eastern","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"980","2017/18","E23000028","Essex","Eastern","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"981","2017/18","E23000037","Gloucestershire","South West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"982","2017/18","E23000037","Gloucestershire","South West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"983","2017/18","E23000037","Gloucestershire","South West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"984","2017/18","E23000037","Gloucestershire","South West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"985","2017/18","E23000037","Gloucestershire","South West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"986","2017/18","E23000037","Gloucestershire","South West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 2 "
"987","2017/18","E23000037","Gloucestershire","South West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 3 "
"988","2017/18","E23000037","Gloucestershire","South West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 8 "
"989","2017/18","E23000037","Gloucestershire","South West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"990","2017/18","E23000037","Gloucestershire","South West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"991","2017/18","E23000005","Greater Manchester","North West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"992","2017/18","E23000005","Greater Manchester","North West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"993","2017/18","E23000005","Greater Manchester","North West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 2 "
"994","2017/18","E23000005","Greater Manchester","North West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"995","2017/18","E23000005","Greater Manchester","North West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"996","2017/18","E23000005","Greater Manchester","North West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 12 "
"997","2017/18","E23000005","Greater Manchester","North West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 14 "
"998","2017/18","E23000005","Greater Manchester","North West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 142 "
"999","2017/18","E23000005","Greater Manchester","North West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1000","2017/18","E23000005","Greater Manchester","North West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1001","2017/18","W15000002","Gwent","Wales","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1002","2017/18","W15000002","Gwent","Wales","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1003","2017/18","W15000002","Gwent","Wales","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1004","2017/18","W15000002","Gwent","Wales","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1005","2017/18","W15000002","Gwent","Wales","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1006","2017/18","W15000002","Gwent","Wales","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 1 "
"1007","2017/18","W15000002","Gwent","Wales","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1008","2017/18","W15000002","Gwent","Wales","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 7 "
"1009","2017/18","W15000002","Gwent","Wales","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1010","2017/18","W15000002","Gwent","Wales","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1011","2017/18","E23000030","Hampshire","South East","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1012","2017/18","E23000030","Hampshire","South East","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1013","2017/18","E23000030","Hampshire","South East","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1014","2017/18","E23000030","Hampshire","South East","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1015","2017/18","E23000030","Hampshire","South East","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1016","2017/18","E23000030","Hampshire","South East","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 10 "
"1017","2017/18","E23000030","Hampshire","South East","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 16 "
"1018","2017/18","E23000030","Hampshire","South East","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 44 "
"1019","2017/18","E23000030","Hampshire","South East","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1020","2017/18","E23000030","Hampshire","South East","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1021","2017/18","E23000027","Hertfordshire","Eastern","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1022","2017/18","E23000027","Hertfordshire","Eastern","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1023","2017/18","E23000027","Hertfordshire","Eastern","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1024","2017/18","E23000027","Hertfordshire","Eastern","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1025","2017/18","E23000027","Hertfordshire","Eastern","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1026","2017/18","E23000027","Hertfordshire","Eastern","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 7 "
"1027","2017/18","E23000027","Hertfordshire","Eastern","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 10 "
"1028","2017/18","E23000027","Hertfordshire","Eastern","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 27 "
"1029","2017/18","E23000027","Hertfordshire","Eastern","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1030","2017/18","E23000027","Hertfordshire","Eastern","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1031","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1032","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1033","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1034","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1035","2017/18","E23000012","Humberside","Yorkshire and the Humber","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1036","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1037","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"1038","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 9 "
"1039","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1040","2017/18","E23000012","Humberside","Yorkshire and the Humber","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1041","2017/18","E23000032","Kent","South East","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1042","2017/18","E23000032","Kent","South East","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1043","2017/18","E23000032","Kent","South East","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1044","2017/18","E23000032","Kent","South East","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1045","2017/18","E23000032","Kent","South East","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1046","2017/18","E23000032","Kent","South East","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 5 "
"1047","2017/18","E23000032","Kent","South East","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 17 "
"1048","2017/18","E23000032","Kent","South East","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 65 "
"1049","2017/18","E23000032","Kent","South East","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1050","2017/18","E23000032","Kent","South East","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1051","2017/18","E23000003","Lancashire","North West","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," N/A "
"1052","2017/18","E23000003","Lancashire","North West","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," N/A "
"1053","2017/18","E23000003","Lancashire","North West","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," N/A "
"1054","2017/18","E23000003","Lancashire","North West","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," N/A "
"1055","2017/18","E23000003","Lancashire","North West","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," N/A "
"1056","2017/18","E23000003","Lancashire","North West","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," N/A "
"1057","2017/18","E23000003","Lancashire","North West","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," N/A "
"1058","2017/18","E23000003","Lancashire","North West","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," N/A "
"1059","2017/18","E23000003","Lancashire","North West","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," N/A "
"1060","2017/18","E23000003","Lancashire","North West","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," N/A "
"1061","2017/18","E23000021","Leicestershire","East Midlands","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1062","2017/18","E23000021","Leicestershire","East Midlands","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1063","2017/18","E23000021","Leicestershire","East Midlands","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1064","2017/18","E23000021","Leicestershire","East Midlands","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1065","2017/18","E23000021","Leicestershire","East Midlands","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1066","2017/18","E23000021","Leicestershire","East Midlands","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," 9 "
"1067","2017/18","E23000021","Leicestershire","East Midlands","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 8 "
"1068","2017/18","E23000021","Leicestershire","East Midlands","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 38 "
"1069","2017/18","E23000021","Leicestershire","East Midlands","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1070","2017/18","E23000021","Leicestershire","East Midlands","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1071","2017/18","E23000020","Lincolnshire","East Midlands","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1072","2017/18","E23000020","Lincolnshire","East Midlands","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1073","2017/18","E23000020","Lincolnshire","East Midlands","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," - "
"1074","2017/18","E23000020","Lincolnshire","East Midlands","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1075","2017/18","E23000020","Lincolnshire","East Midlands","Female","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1076","2017/18","E23000020","Lincolnshire","East Midlands","Male","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1077","2017/18","E23000020","Lincolnshire","East Midlands","Male","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," 1 "
"1078","2017/18","E23000020","Lincolnshire","East Midlands","Male","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"1079","2017/18","E23000020","Lincolnshire","East Midlands","Male","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1080","2017/18","E23000020","Lincolnshire","East Midlands","Male","Black or Black British","Unknown","2015/16 onwards - Sexual offences"," - "
"1081","2017/18","E23000034","London, City of","London","Female","Black or Black British","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1082","2017/18","E23000034","London, City of","London","Female","Black or Black British","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1083","2017/18","E23000034","London, City of","London","Female","Black or Black British","21 years and over","2015/16 onwards - Sexual offences"," 1 "
"1084","2017/18","E23000034","London, City of","London","Female","Black or Black British","Under 10 years","2015/16 onwards - Sexual offences"," - "
